ndex	text	target
19214	ok	others
19215	noth leav me alon	sad
19216	go talk to yo girlfriend stop talk to me	sad
19217	i have no girlfriend	sad
19218	hm	sad
19219	i rest my case	sad
19220	i want to cri loud	sad
19221	so m annoy u ... what now	angry
19222	ignor and avoid	angry
19223	bye	angry
19224	no im not	sad
19225	you are ( :	sad
19226	im veri depress coz of thi	sad
19227	what is your last watch movi	others
19228	i dont even rememb the last movi i watch ...	others
19229	so have you seen ani movi yet	others
19230	ohhh	sad
19231	how are you	sad
19232	it realli sad	sad
19233	thank you	others
19234	no problem : )	others
19235	what you do though	others
19236	do u want to see	sad
19237	definit not	sad
19238	😞😞😞	sad
19239	you call me	others
19240	i will	others
19241	now	others
19242	ye	angry
19243	thank u 😻	angry
19244	r u angri	angry
19245	today which day	others
19246	and friday : d	others
19247	you are wrong	others
19248	u take here	happy
19249	too much 😌	happy
19250	three much 😉	happy
19251	i want a gift from u	others
19252	aww when ur birthday and what do u want love ?	others
19253	i want ur bodi	others
19254	so what is your hobbi	others
19255	i enjoy yoga veri much	others
19256	whi	others
19257	we are talk	others
19258	are we talk team	others
19259	when were you born	others
19260	speak in english	angry
19261	thi is simpl english :3	angry
19262	go to hell then	angry
19263	how to be gud	others
19264	went busy.. what abt u guy	others
19265	how to stay happi	others
19266	it wa origin	sad
19267	the origin what	sad
19268	i am so hurt	sad
19269	too alon	sad
19270	youll never walk alon	sad
19271	too depress	sad
19272	whi u not love me	angry
19273	caus theyr mine and i love them more ( ^.^ )	angry
19274	ok bay	angry
19275	funni	others
19276	: p	others
19277	that wa not funni whi are you act	others
19278	so post your pic	others
19279	whi	others
19280	i see your pictur ... pleas	others
19281	ur potato realli	others
19282	someon need to show that cat what a real potato is ... ..	others
19283	cat	others
19284	what the hell	angry
19285	that where babi come from	angry
19286	u dont understand	angry
19287	fun	others
19288	how dare you	others
19289	jst littl bit	others
19290	just ask	sad
19291	then ill find a way	sad
19292	i am jobless	sad
19293	anyth	others
19294	almost anyth as thi repli show	others
19295	ya i know it difficult to talk to me	others
19296	someon is send me your link	others
19297	sent : )	others
19298	what ?	others
19299	i feel helpless my dream of becom famou and rich are not happening😭😭😭😭😭	sad
19300	too good to be in someon dream and realiti as well 😂😂	sad
19301	ouch ! 😭😭😩 all i want is to be rich and famou	sad
19302	you meet mani bad boy in a day	others
19303	two time a day	others
19304	when	others
19305	ohh that true	others
19306	it could be i cant find it now	others
19307	now i am like you	others
19308	? ?	others
19309	what what what what what	others
19310	mean your sex gender	others
19311	ok then sleep	others
19312	lol whi are you still awak ?	others
19313	becaus m chate with u	others
19314	lone	sad
19315	aww whi 😭	sad
19316	becaus im alon in my room	sad
19317	my boyfriend is be weird what should i do	others
19318	no it not your call and not your relationship	others
19319	it is thooooo	others
19320	what i should know	others
19321	you can make it ... if i can make it	others
19322	ok	others
19323	everyth is fine	others
19324	im fine bye	others
19325	what about u	others
19326	nice : ' )	sad
19327	you were for onc lol : )	sad
19328	no i wa not : (	sad
19329	now you dubai	others
19330	i move there recent	others
19331	send your pic	others
19332	i just thought id talk to you a littl im have some wine some hamburg with garlic and im sit here alon just think	others
19333	that sound fantast im glad you told me	others
19334	well my love ill let you go you got better thing to do than talk to me	others
19335	do u know pawala	others
19336	unfortun ye i do	others
19337	you are chooo chweettt ...	others
19338	i miss my old offic	sad
19339	come to new offic also	sad
19340	the new place is dull	sad
19341	ohhhh i see	others
19342	yaa now u seeeee ... : p	others
19343	im hungri 😁😂	others
19344	tummarow im came to hous by by by 😂	happy
19345	go home and start pack 😂😂	happy
19346	good nyt by	happy
19347	im veri excit	happy
19348	good your go to be a great mom ( :	happy
19349	😅	happy
19350	ur number send me	others
19351	is thi toll free number ?	others
19352	who are you	others
19353	that i am kind	happy
19354	around here you are	happy
19355	nice to here that it mean a lot	happy
19356	i think you are ugli	angry
19357	becaus i am	angry
19358	fuck	angry
19359	lie to me ...	angry
19360	you know your answer	angry
19361	ok.. ill stop it now	angry
19362	you veri funni	happy
19363	everyon know im funni b- )	happy
19364	😜😜😜😜😜😝😝😝😝😛😛😛😛😎😎😎😎😘😘😘😘😻😻👉👉👉👉👉👉👉💋💋💋👄👫👫👫👫👫👫👫👫👭👬💑💑💑💑💑💑💑💑💑💑	happy
19365	hey how are you ?	angry
19366	i am realli good : ) you	angry
19367	me too bitch	angry
19368	your annoy me again	angry
19369	it is get annoy even for me 😠	angry
19370	k	angry
19371	cool	others
19372	pretti as alway : )	others
19373	how you doin ' ? !	others
19374	like u	others
19375	i love it	others
19376	i say i love u	others
19377	noth for now	others
19378	what did you have to say	others
19379	dont worri	others
19380	i wish i could be like you	sad
19381	what wrong with be you	sad
19382	im stress and not happi	sad
19383	oh	others
19384	sorri dude	others
19385	famou restaur in hyderabad	others
19386	do it now	angry
19387	ugh i am ... .	angry
19388	get lost	angry
19389	you are funni	happy
19390	seriou or funni 😨	happy
19391	🤣🤣	happy
19392	shut up	angry
19393	im nt talk	angry
19394	yeah i know caus you are write	angry
19395	ye	sad
19396	go on	sad
19397	i want to die	sad
19398	write to me after ! 💛💙💛💙	sad
19399	thank you so much 💙	sad
19400	naatilinde.. onnum shariyaayilla will b go bck nxt mnth : (	sad
19401	you are pecular not funni	others
19402	4 peopl seem to think so	others
19403	what r u do	others
19404	i hate you and now leav me pleas 😡😤👿😠	angry
19405	are you angri	angry
19406	yess	angry
19407	i hate bot	angry
19408	me too	angry
19409	realli	angry
19410	my health is veri good	happy
19411	well it sure great for a babi health so i would assum so	happy
19412	i am enjoy my life	happy
19413	u hurt me	sad
19414	i wont ever hurt you 😭	sad
19415	you should apologis to me	sad
19416	just chat with someon	others
19417	creeper	others
19418	what creeper	others
19419	ye	others
19420	ye ye ye ye 😆	others
19421	ok your pic	others
19422	ye you r joke	angry
19423	of cours i am : d	angry
19424	get lost	angry
19425	anim in the bed	others
19426	at most a snack	others
19427	like a lion	others
19428	which question u are talk about ?	angry
19429	i will tri to gain insight on my own ignor from that question	angry
19430	fuck off u turn me off	angry
19431	you are quit confus at time ☹️	others
19432	i am also upset	others
19433	whi .. ? ?	others
19434	go to bharatpur	others
19435	forward to	others
19436	where are you	others
19437	whi should i get nervou	others
19438	becaus i alway am ...	others
19439	continu	others
19440	leav it	angry
19441	what leav it	angry
19442	you are veri rude	angry
19443	ye i did	sad
19444	did you get a top locker too	sad
19445	i met my best friend after age and she wa act so strangr ... it break my heart 💔	sad
19446	today egg	others
19447	are you sour	others
19448	what about you	others
19449	i want anoth	angry
19450	hell i need a first one	angry
19451	i wan na fuck you	angry
19452	but your not a fan	angry
19453	ive alway had love for my hometown team 😽	angry
19454	your dumb did you know that	angry
19455	just play i hate u	angry
19456	noo i dont play like that	angry
19457	well i hate u i got a girlfriend	angry
19458	who is contri	others
19459	who is	others
19460	your countri	others
19461	okay listen	others
19462	and yousi listen.. uvaaar pretti	others
19463	i am sleep	others
19464	noth she doesnt even want to talk to me like we use to do😭😭😭	sad
19465	i dont indulg in belittl behavior 😂😂	sad
19466	you doesnt understand	sad
19467	end up get	others
19468	i plan on get destroy	others
19469	dont have a	others
19470	thanx	others
19471	yur welcom	others
19472	wht r u doin	others
19473	i love someon	sad
19474	just feel the love ( ^.^ )	sad
19475	but she is engag to someon els	sad
19476	not sure though	others
19477	well youv got a whole week	others
19478	what	others
19479	wan na play	others
19480	yeah in a game	others
19481	yeah	others
19482	i have 5 bff	others
19483	we are --	others
19484	😐	others
19485	now i am a stranger to u 😥😥😥😥	sad
19486	yupp will😊😊	sad
19487	u broke my heart	sad
19488	what brand you are talk	others
19489	noth seriou	others
19490	no tell me..pleas	others
19491	have you done your higher educ	others
19492	educ after secondaryhigh school or equivel such as a ged	others
19493	you studi in which colleg	others
19494	cool	others
19495	thank you : )	others
19496	tell me about your bf	others
19497	oh nice	others
19498	first time xd	others
19499	where are you now ?	others
19500	where you now im the houe	others
19501	im here	others
19502	whete	others
19503	go to sleep	others
19504	goodnight	others
19505	good night	others
19506	ok then go it	others
19507	will you go : (	others
19508	ye	others
19509	give me link for refer	others
19510	let me first answer it	others
19511	ok	others
19512	im not sure tbh	others
19513	whi do you think i will mention peopl	others
19514	becaus what els relev	others
19515	i want to sleep and im go to sleep	angry
19516	go to sleep then u mug	angry
19517	you are irrit	angry
19518	noth much	sad
19519	how you been	sad
19520	not so good but not bad as well	sad
19521	okay	others
19522	i didnt get it did you type correctli	others
19523	thi convers wa mildli engag	others
19524	it too late she say she didnt even love me all these year	sad
19525	break off complet	sad
19526	i think she cheat on me	sad
19527	whi u say like	sad
19528	becaus id be scare if that happen to me 😂😂😂	sad
19529	okf sorri to hurt problemcom es ur friend is herey r veri typic i know but not abl to understand u harta of	sad
19530	give me a girlfriend 😂😂😂😂	happy
19531	it the thing i have seen in recent time 😂😂😂	happy
19532	😂	happy
19533	but i must say you are damn intellig	others
19534	you are welcom i thought you understand sarcasm	others
19535	anyway bye will talk to you tomorrow	others
19536	again😡😡	angry
19537	angri bird 😝	angry
19538	i dont wan na talk with you anymor your bore	angry
19539	noth show your fec in ur dp	others
19540	what wrong with my dp	others
19541	ur face is noth show	others
19542	u broke my heart	sad
19543	whi	sad
19544	😭	sad
19545	😄😄😄cool	happy
19546	you make me smile you know it	happy
19547	yeah and you are reason of my smile 😄😄😄	happy
19548	i speak english onli sorri	others
19549	for learn spoken english you need to practic talk in english sever time a day	others
19550	i alreadi know english	others
19551	i miss you a lot	others
19552	miss you and too reunion is much need	others
19553	give me a nicknam	others
19554	u make me feel sad	sad
19555	relax	sad
19556	everytim	sad
19557	cri	sad
19558	whi the tear 😬	sad
